,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
l_ft_home,0.559,0.031,0.499,0.616,0.0,0.0,8636.0,5902.0,1.0
l_2pt_home,0.978,0.019,0.943,1.0,0.0,0.0,9483.0,4536.0,1.0
l_3pt_home,0.971,0.024,0.928,1.0,0.0,0.0,7015.0,3961.0,1.0
l_ft_away,0.529,0.02,0.493,0.568,0.0,0.0,8519.0,6805.0,1.0
l_2pt_away,0.971,0.025,0.926,1.0,0.0,0.0,6762.0,4320.0,1.0
l_3pt_away,0.502,0.291,0.011,0.95,0.002,0.002,14913.0,4594.0,1.0
